Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Format,Category,Type
Abdul Jabbar (CAN),2007-2007,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Abdul Rehman (UAE),2004-2004,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Abdul Shakoor (UAE),2015-2018,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Abid Ali (PAK),2019-2019,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CJ Adams (ENG),1998-2000,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Adnan Akmal (PAK),2011-2012,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Adnan Mufti (UAE),2017-2018,18,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Afsar Zazai (AFG),2014-2017,17,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Aijaz Ali (USA),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Akhtar Sarfraz (PAK),1997-1998,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Akshay Homraj (USA),2019-2019,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Alawi Shukri (UAE),2008-2008,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RP Alexander (USA),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MJD Allingham (SCOT),1999-1999,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Al Sahariar (BDESH),1999-2003,29,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
S Amarnath (INDIA),1978-1978,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SW Ambris (WI),2017-2019,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TR Ambrose (ENG),2008-2008,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DL Amiss (ENG),1972-1977,18,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Amjad Ali (UAE),2008-2015,17,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HM Amla (SA),2008-2019,181,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Anamul Haque (BDESH),2012-2019,38,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RW Anderson (NZ),1976-1978,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Anil Dalpat (PAK),1984-1986,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ankur Vasishta (HKG),2014-2014,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
ZS Ansari (ENG),2015-2015,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Anwar Hossain (BDESH),2002-2002,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
V Aravind (UAE),2019-2019,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KJ Arnott (ZIM),1987-1993,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Arshad Pervez (PAK),1978-1978,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
J Arun Lal (INDIA),1982-1989,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Asghar Ali (UAE),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ashraf Ali (PAK),1980-1985,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Asif Mahmood (PAK),1998-1998,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SK Atai (PNG),2019-2019,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MA Atherton (ENG),1990-1998,54,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Atiq-uz-Zaman (PAK),2000-2000,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JJ Atkinson (HKG),2008-2017,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Azam Khan (PAK),1996-1998,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Azmat Rana (PAK),1978-1978,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SJ Baard (NAM),2019-2019,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Babar Azam (PAK),2015-2019,74,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SFAF Bacchus (WI),1978-1983,29,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
S Badrinath (INDIA),2008-2011,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
A Bagai (CAN),2003-2013,62,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GJ Bailey (AUS),2012-2016,90,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MD Bailey (NZ),1998-1998,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DL Bairstow (ENG),1979-1984,21,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JM Bairstow (ENG),2011-2019,74,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
S Baksh (CAN),1979-1979,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GS Ballance (ENG),2013-2015,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AB Barath (WI),2010-2012,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GD Barlow (ENG),1976-1977,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GEF Barnett (CAN),2006-2010,22,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KJ Barnett (ENG),1988-1988,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DM Basden (BMUDA),2007-2007,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IPP Batuwitarachchi (UAE),2008-2008,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
D Bau (PNG),2016-2017,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CS Baugh (WI),2003-2012,47,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
T Bavuma (SA),2016-2017,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AC Bedade (INDIA),1994-1994,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MD Bell (NZ),1998-2001,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MR Benson (ENG),1986-1986,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AR Berenger (UAE),2014-2015,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
B Bhandari (NEPAL),2019-2019,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
M Bhanuka (SL),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RA Bhatti (CAN),2011-2011,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IS Billcliff (CAN),2003-2009,19,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SW Billings (ENG),2015-2018,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GA Bishop (AUS),1987-1987,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TE Blain (NZ),1986-1994,38,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
G Blakeney (BMUDA),2009-2009,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RJ Blakey (ENG),1992-1993,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LE Bosman (Afr/SA),2006-2010,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MV Boucher (Afr/SA),1998-2011,295,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DM Bravo (WI),2009-2019,110,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JP Bray (IRE),2006-2007,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JM Brearley (ENG),1977-1980,25,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GA Briant (ZIM),1993-1993,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NT Broom (NZ),2009-2017,39,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RD Brown (ZIM),1983-1987,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CO Browne (WI),1995-2005,46,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PA Browne (WI),2008-2008,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DG Brownlie (NZ),2012-2017,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GK Bruk-Jackson (ZIM),1993-1993,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JA Burns (AUS),2015-2015,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AR Butcher (ENG),1980-1980,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RO Butcher (ENG),1980-1981,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JC Buttler (ENG),2012-2019,142,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AF Buurman (NL),2007-2011,17,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RJ Campbell (AUS),2002-2002,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AT Carey (AUS),2018-2019,29,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SV Carlisle (ZIM),1995-2005,111,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
C Carter (HKG),2015-2018,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HWR Cartwright (AUS),2017-2017,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JJ Celestine (BMUDA),2007-2008,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RW Chakabva (ZIM),2008-2019,38,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LD Chandimal (SL),2010-2019,146,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
VB Chandrasekhar (INDIA),1988-1990,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MS Chapman (HKG/NZ),2015-2018,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CJD Chappell (CAN),1979-1979,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BB Chari (ZIM),2015-2019,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CPS Chauhan (INDIA),1978-1981,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
M Cheruparambil (HKG),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Chirag Suri (UAE),2018-2019,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DN Chudasama (KENYA),1996-1999,20,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DR Chumney (CAN),2003-2007,21,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NE Clarke (NL),1996-1996,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FRJ Coleman (SCOT),2013-2015,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PG Coman (NZ),1973-1974,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AN Cook (ENG),2006-2014,92,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
G Cook (ENG),1981-1983,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SJ Cook (SA),1991-1993,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BN Cooper (NL),2013-2019,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CK Coventry (ZIM),2003-2015,39,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MC Cowdrey (ENG),1971-1971,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RT Crandon (WI),2009-2009,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JP Crawley (ENG),1994-1999,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FS Crockwell (BMUDA),2009-2009,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MH Cross (SCOT),2014-2019,52,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
V Dahiya (INDIA),2000-2001,19,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WM Darling (AUS),1978-1982,18,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SS Das (INDIA),2001-2002,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
D Dasgupta (INDIA),2001-2001,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PB Dassanayake (SL),1993-1994,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
H Davids (SA),2013-2013,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AG Davies (SCOT),1999-1999,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SG Davies (ZIM),1996-1996,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SM Davies (ENG),2009-2011,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IC Davis (AUS),1974-1977,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JJ Dawood (CAN),2009-2010,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RG de Alwis (SL),1983-1988,31,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Q de Kock (SA),2013-2019,115,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MH Denness (ENG),1973-1975,12,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FA Dennis (CAN),1979-1979,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JH Desai (USA),2004-2004,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SI de Saram (SL),1999-2001,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AM de Silva (SL),1986-1993,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SKL de Silva (SL),1997-1997,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
P Dharmani (INDIA),1996-1996,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
S Dhawan (INDIA),2010-2019,133,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HS Dhillon (CAN),2006-2006,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Dhiman Ghosh (BDESH),2008-2008,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
N Dickwella (SL),2014-2019,52,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WP Diepeveen (NL),2011-2011,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SS Dighe (INDIA),2000-2001,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HH Dippenaar (Afr/SA),1999-2007,107,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MJ Di Venuto (AUS),1997-1997,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
K Doriga (PNG),2017-2019,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CRM Douglas (BMUDA),2008-2008,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MW Douglas (NZ),1994-1995,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TM Dowlin (WI),2009-2010,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PR Downton (ENG),1977-1988,28,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SO Dowrich (WI),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BM Duckett (ENG),2016-2016,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
T Duffin (ZIM),2006-2007,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PJL Dujon (WI),1981-1991,169,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CI Dunusinghe (SL),1995-1995,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GC Dyer (AUS),1986-1988,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
J Dyson (AUS),1980-1983,29,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
J Edness (BMUDA),2007-2008,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JH Edrich (ENG),1971-1975,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KA Edwards (WI),2011-2014,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Edwards (AUS),1972-1975,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SA Edwards (NL),2018-2019,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MTG Elliott (AUS),1997-1997,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PA Emery (AUS),1994-1994,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FM Engineer (INDIA),1974-1975,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CR Ervine (ZIM),2010-2019,93,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EA Essop-Adam (ZIM),1992-1992,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Fahad Nawaz (UAE),2019-2019,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Fahad Usman (UAE),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Faisal Athar (PAK),2003-2003,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Faruk Ahmed (BDESH),1988-1999,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FY Fazal (INDIA),2016-2016,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CJ Ferguson (AUS),2009-2011,30,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
N Fernandes (UAE),2008-2008,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
ER Fernando (SL),1975-1975,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
ERNS Fernando (SL),1983-1983,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
UNK Fernando (SL),1994-1994,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WIA Fernando (SL),2016-2019,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
J Figy John (UAE),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SE Findlay (WI),2008-2009,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Flannigan (SCOT),2010-2010,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KWR Fletcher (ENG),1971-1982,24,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BT Foakes (ENG),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PJ Forrest (AUS),2012-2012,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JS Foster (ENG),2001-2002,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
G Fowler (ENG),1983-1986,26,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TJ Franklin (NZ),1983-1988,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BN French (ENG),1985-1988,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PG Fulton (NZ),2004-2009,49,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RS Gabriel (WI),1984-1984,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DJ Gandhi (INDIA),1999-2000,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HJW Gardiner (SCOT),2013-2015,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LV Garrick (WI),2001-2001,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LK Germon (NZ),1994-1997,37,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ghulam Ali (PAK),1993-1995,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ghulam Shabber (UAE),2017-2019,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
T Gibbons (BMUDA),2006-2006,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HH Gibbs (SA),1996-2010,248,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AC Gilchrist (AUS/ICC),1996-2008,287,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PG Gillespie (IRE),2006-2007,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DM Gondaria (KENYA),2013-2013,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HM Goonatilleke (SL),1982-1982,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IJ Gould (ENG),1983-1983,18,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
ZE Green (NAM),2019-2019,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AE Greenidge (WI),1978-1978,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AFG Griffith (WI),1996-2000,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Gunasekera (CAN),2008-2014,19,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AAW Gunawardena (SL),1994-1994,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DA Gunawardene (SL),1998-2006,61,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SK Gupta (KENYA),1996-2001,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Gurdeep Singh (KENYA),2013-2013,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Gursharan Singh (INDIA),1990-1990,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BJ Haddin (AUS),2001-2015,126,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BG Hadlee (NZ),1975-1975,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Hafizur Rahman (BDESH),1986-1986,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RS Haire (IRE),2008-2008,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
OJ Hairs (SCOT),2010-2010,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AD Hales (ENG),2014-2019,70,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JD Hall (IRE),2010-2010,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JH Hampshire (ENG),1971-1972,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Hamza Tariq (CAN),2011-2014,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PSP Handscomb (AUS),2017-2019,22,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Harilal Shah (EAf),1975-1975,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Haroon Rasheed (PAK),1977-1982,12,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JV Harris (CAN),2003-2003,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RG Hart (NZ),2002-2002,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RT Hart (NZ),1985-1985,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BR Hartland (NZ),1992-1994,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Harunur Rashid (BDESH),1988-1988,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Hasan Raza (PAK),1996-1999,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
